persona_id,age,employment_type,city_tier,total_income,monthly_expenses,expense_to_income_ratio,monthly_cashflow,savings_rate,current_savings,has_emergency_fund,emergency_fund_months,has_kpr,has_vehicle_credit,pinjol_active,total_debt,debt_to_income_ratio,credit_card_utilization,paylater_usage_history,financial_literacy_score,impulse_spending_tendency,item_price,available_cash,paylater_interest_rate,paylater_tenor_months,paylater_monthly_burden,item_to_income_ratio,slik_ojk_status,label_whatif
9,21,not_working,tier_2,1326457.4661077415,1125000.0,0.8481,201457.46610774146,0.1519,2207000.0,0,2.0,0,0,0,0.0,0.0,0.0,never,48.0,high,3507000.0,544000.0,0.027,6,679000.0,2.6439,Kol-1,dont_buy
2,21,not_working,tier_2,613464.602017448,576000.0,0.9389,37464.60201744805,0.0611,440000.0,0,0.8,0,0,1,3211106.6703730267,5.2344,0.0,problematic,43.0,medium,12568000.0,235000.0,0.037,3,4654000.0,20.4869,Kol-5,dont_buy
1,26,permanent,tier_3,4177000.0,2985000.0,0.7146,1192000.0,0.2854,3395000.0,0,1.1,0,0,2,4223852.882401345,1.0112,0.0,problematic,41.0,high,970000.0,1176000.0,0.02,12,100000.0,0.2322,Kol-5,dont_buy
4,33,freelance,tier_2,9201000.0,6167000.0,0.6703,3034000.0,0.3297,13274000.0,0,2.2,1,0,0,282092530.3243023,30.6589,0.0,good,49.0,medium,1263000.0,1615000.0,0.038,12,153000.0,0.1373,Kol-1,just_buy
8,24,contract,tier_3,3298000.0,2682000.0,0.8132,616000.0,0.1868,5518000.0,0,2.1,0,0,0,0.0,0.0,0.0,good,50.0,medium,2158000.0,2162000.0,0.022,1,2205000.0,0.6543,Kol-1,dont_buy
1,19,contract,tier_1,7148000.0,4309000.0,0.6028,2839000.0,0.3972,22791000.0,1,5.3,0,0,0,0.0,0.0,0.2595,never,26.0,low,3431000.0,11140000.0,0.03,6,675000.0,0.48,Kol-1,just_buy
8,20,contract,tier_2,7951000.0,5649000.0,0.7105,2302000.0,0.2895,23902000.0,1,4.2,0,0,0,0.0,0.0,0.2598,good,45.0,medium,455000.0,10418000.0,0.032,12,52000.0,0.0572,Kol-1,just_buy
9,19,permanent,tier_2,6119000.0,5199000.0,0.8496,920000.0,0.1504,4672000.0,0,0.9,0,1,2,23077030.387302496,3.7714,0.0,problematic,61.0,medium,2972000.0,2348000.0,0.038,12,361000.0,0.4857,Kol-2,dont_buy
7,25,permanent,tier_2,5657000.0,4405000.0,0.7787,1252000.0,0.2213,13824000.0,1,3.1,0,1,0,20948141.734819055,3.703,0.3772,good,52.0,low,851000.0,5760000.0,0.025,6,163000.0,0.1504,Kol-1,just_buy
7,33,contract,tier_2,5131000.0,4236000.0,0.8256,895000.0,0.1744,3402000.0,0,0.8,0,0,0,0.0,0.0,0.0,good,64.0,medium,7462000.0,927000.0,0.027,3,2689000.0,1.4543,Kol-1,dont_buy
8,20,permanent,tier_2,4635000.0,3548000.0,0.7655,1087000.0,0.2345,7646000.0,0,2.2,0,0,0,0.0,0.0,0.0,never,42.0,high,8046000.0,3625000.0,0.024,6,1534000.0,1.7359,Kol-1,dont_buy
6,26,not_working,tier_1,1259955.4089375855,1108000.0,0.8794,151955.40893758554,0.1206,1399000.0,0,1.3,0,0,0,0.0,0.0,0.0,never,55.0,medium,5335000.0,388000.0,0.028,12,594000.0,4.2343,Kol-1,dont_buy
9,19,permanent,tier_1,8356000.0,4620000.0,0.5529,3736000.0,0.4471,19707000.0,1,4.3,0,0,0,0.0,0.0,0.0,good,68.0,medium,3380000.0,6224000.0,0.023,1,3458000.0,0.4045,Kol-1,dont_buy
10,35,freelance,tier_2,4839000.0,3675000.0,0.7595,1164000.0,0.2405,13196000.0,1,3.6,0,0,0,0.0,0.0,0.0,never,62.0,medium,1321000.0,6877000.0,0.021,6,248000.0,0.273,Kol-1,just_buy
9,30,not_working,tier_1,897855.5990457416,849000.0,0.9456,48855.599045741605,0.0544,521000.0,0,0.6,0,0,0,0.0,0.0,0.0,good,60.0,high,3501000.0,101000.0,0.026,6,675000.0,3.8993,Kol-2,dont_buy
5,25,freelance,tier_2,8577000.0,4476000.0,0.5219,4101000.0,0.4781,28957000.0,1,6.5,0,0,2,5563298.5853473935,0.6486,0.0,problematic,37.0,medium,845000.0,12807000.0,0.022,6,159000.0,0.0985,Kol-3,dont_buy
4,28,freelance,tier_2,5771000.0,4402000.0,0.7628,1369000.0,0.2372,15463000.0,1,3.5,0,1,2,23249663.20350504,4.0287,0.291,problematic,57.0,low,2075000.0,5590000.0,0.027,1,2131000.0,0.3596,Kol-2,dont_buy
9,35,contract,tier_2,6683000.0,5760000.0,0.8619,923000.0,0.1381,7606000.0,0,1.3,0,0,0,0.0,0.0,0.0,good,46.0,medium,770000.0,2825000.0,0.029,6,151000.0,0.1152,Kol-1,just_buy
2,30,permanent,tier_1,12981000.0,8503000.0,0.655,4478000.0,0.345,32844000.0,1,3.9,1,0,3,193724218.54334772,14.9237,0.4945,problematic,59.0,low,1286000.0,9809000.0,0.036,1,1332000.0,0.0991,Kol-3,dont_buy
6,30,contract,tier_2,3210000.0,2593000.0,0.8078,617000.0,0.1922,4723000.0,0,1.8,0,1,0,29386121.918460418,9.1546,0.0,good,57.0,low,2983000.0,2626000.0,0.023,3,1063000.0,0.9293,Kol-1,dont_buy
7,26,permanent,tier_3,4810000.0,3856000.0,0.8017,954000.0,0.1983,8554000.0,0,2.2,0,0,3,4372851.386228352,0.9091,0.0,problematic,80.0,medium,4770000.0,1340000.0,0.04,3,1781000.0,0.9917,Kol-3,dont_buy
8,24,freelance,tier_1,6902000.0,5587000.0,0.8095,1315000.0,0.1905,7618000.0,0,1.4,0,1,0,24055822.975952085,3.4853,0.0,never,72.0,low,4522000.0,2593000.0,0.038,12,549000.0,0.6552,Kol-1,just_buy
9,18,contract,tier_1,6236000.0,4925000.0,0.7898,1311000.0,0.2102,8114000.0,0,1.6,0,1,2,29502410.981687836,4.731,0.0955,problematic,53.0,medium,552000.0,960000.0,0.029,12,62000.0,0.0885,Kol-3,dont_buy
1,29,permanent,tier_2,6402000.0,5097000.0,0.7962,1305000.0,0.2038,8888000.0,0,1.7,0,1,0,20015442.16965723,3.1264,0.0,good,54.0,low,13808000.0,4621000.0,0.037,12,1662000.0,2.1568,Kol-1,dont_buy
7,20,permanent,tier_1,11785000.0,5951000.0,0.505,5834000.0,0.495,17742000.0,0,3.0,0,1,0,24791191.617778122,2.1036,0.0,good,49.0,low,12945000.0,9139000.0,0.028,1,13307000.0,1.0984,Kol-2,dont_buy
7,21,contract,tier_1,5447000.0,4434000.0,0.814,1013000.0,0.186,9481000.0,0,2.1,0,1,0,28146661.138129406,5.1674,0.3691,good,67.0,medium,4407000.0,2668000.0,0.037,6,898000.0,0.8091,Kol-2,buy_careful
4,59,freelance,tier_1,13608000.0,9847000.0,0.7236,3761000.0,0.2764,37605000.0,1,3.8,0,1,0,23124513.219913006,1.6993,0.2409,never,46.0,high,931000.0,20952000.0,0.022,12,98000.0,0.0684,Kol-1,buy_careful
6,27,permanent,tier_2,6236000.0,5174000.0,0.8297,1062000.0,0.1703,3256000.0,0,0.6,0,0,0,0.0,0.0,0.0,never,38.0,medium,3507000.0,1581000.0,0.028,3,1267000.0,0.5624,Kol-1,dont_buy
9,23,freelance,tier_1,9413000.0,5623000.0,0.5974,3790000.0,0.4026,18521000.0,1,3.3,0,1,0,23496069.60445346,2.4961,0.0,good,65.0,medium,1096000.0,2141000.0,0.025,6,210000.0,0.1164,Kol-1,just_buy
2,41,freelance,tier_3,2828000.0,2464000.0,0.8713,364000.0,0.1287,1982000.0,0,0.8,0,0,0,0.0,0.0,0.0,good,38.0,low,393000.0,300000.0,0.026,6,76000.0,0.139,Kol-1,just_buy
10,36,permanent,tier_3,3449000.0,2529000.0,0.7333,920000.0,0.2667,6825000.0,0,2.7,0,0,1,3419683.443584349,0.9915,0.0,problematic,87.0,medium,4472000.0,1437000.0,0.04,1,4651000.0,1.2966,Kol-2,dont_buy
4,32,permanent,tier_2,8996000.0,5748000.0,0.639,3248000.0,0.361,21866000.0,1,3.8,0,0,0,0.0,0.0,0.0,never,49.0,medium,4108000.0,7898000.0,0.033,3,1505000.0,0.4566,Kol-1,just_buy
5,32,permanent,tier_1,5954000.0,4914000.0,0.8253,1040000.0,0.1747,5615000.0,0,1.1,0,0,0,0.0,0.0,0.0,never,50.0,medium,11885000.0,2291000.0,0.025,6,2278000.0,1.9961,Kol-1,dont_buy
7,35,not_working,tier_1,685472.9095767224,588000.0,0.8578,97472.90957672242,0.1422,1104000.0,0,1.9,0,0,0,0.0,0.0,0.0,never,91.0,low,1821000.0,515000.0,0.02,1,1857000.0,2.6566,Kol-1,dont_buy
4,35,permanent,tier_1,7489000.0,3823000.0,0.5105,3666000.0,0.4895,7987000.0,0,2.1,0,1,2,26842783.403553642,3.5843,0.0,problematic,42.0,low,4252000.0,4309000.0,0.039,6,874000.0,0.5678,Kol-5,dont_buy
3,44,not_working,tier_2,564986.409482894,486000.0,0.8602,78986.409482894,0.1398,820000.0,0,1.7,0,0,0,0.0,0.0,0.0,good,50.0,low,4392000.0,171000.0,0.03,12,498000.0,7.7736,Kol-1,dont_buy
4,48,permanent,tier_2,7670000.0,5170000.0,0.6741,2500000.0,0.3259,8847000.0,0,1.7,1,0,0,205954403.70565575,26.8519,0.0,problematic,44.0,medium,6006000.0,2060000.0,0.023,1,6144000.0,0.7831,Kol-2,dont_buy
7,21,freelance,tier_1,10606000.0,7252000.0,0.6838,3354000.0,0.3162,16146000.0,0,2.2,0,0,0,0.0,0.0,0.3347,never,66.0,medium,3403000.0,5823000.0,0.037,12,409000.0,0.3209,Kol-1,just_buy
2,38,freelance,tier_2,9064000.0,6073000.0,0.67,2991000.0,0.33,24485000.0,1,4.0,0,1,0,28213061.387983926,3.1127,0.3046,good,39.0,low,1282000.0,5963000.0,0.032,1,1323000.0,0.1414,Kol-2,buy_careful
8,33,permanent,tier_2,3550000.0,3008000.0,0.8473,542000.0,0.1527,1780000.0,0,0.6,0,0,0,0.0,0.0,0.0,never,47.0,low,4261000.0,1021000.0,0.023,12,453000.0,1.2003,Kol-1,buy_careful
10,24,contract,tier_1,10156000.0,5194000.0,0.5114,4962000.0,0.4886,53170000.0,1,10.2,0,0,4,12995821.980915096,1.2796,0.0,problematic,69.0,low,1210000.0,18308000.0,0.035,3,446000.0,0.1191,Kol-4,dont_buy
5,25,permanent,tier_2,8694000.0,4569000.0,0.5255,4125000.0,0.4745,43486000.0,1,9.5,0,1,0,27599207.470087077,3.1745,0.1223,good,58.0,high,1457000.0,11323000.0,0.034,3,535000.0,0.1676,Kol-1,buy_careful
9,19,permanent,tier_2,5527000.0,4729000.0,0.8556,798000.0,0.1444,5372000.0,0,1.1,0,1,1,31359138.077709384,5.6738,0.2587,problematic,61.0,low,4723000.0,1831000.0,0.022,1,4827000.0,0.8545,Kol-4,dont_buy
7,31,permanent,tier_2,4740000.0,3455000.0,0.7289,1285000.0,0.2711,10942000.0,1,3.2,0,1,0,29765271.111043558,6.2796,0.3725,good,70.0,high,1389000.0,1657000.0,0.031,6,275000.0,0.293,Kol-1,buy_careful
10,35,contract,tier_2,5920000.0,4154000.0,0.7017,1766000.0,0.2983,9297000.0,0,2.2,0,1,0,15498046.631870499,2.6179,0.0,never,63.0,low,1965000.0,4651000.0,0.024,6,375000.0,0.3319,Kol-1,just_buy
7,33,not_working,tier_1,1396221.3026850382,1242000.0,0.8895,154221.3026850382,0.1105,1259000.0,0,1.0,0,0,1,3842051.387893116,2.7517,0.3941,never,62.0,medium,1241000.0,402000.0,0.034,12,146000.0,0.8888,Kol-1,dont_buy
7,20,permanent,tier_3,2814000.0,2663000.0,0.9463,151000.0,0.0537,811000.0,0,0.3,0,0,0,0.0,0.0,0.0,good,82.0,medium,7513000.0,476000.0,0.033,3,2752000.0,2.6699,Kol-1,dont_buy
1,32,permanent,tier_2,4620000.0,3933000.0,0.8513,687000.0,0.1487,2571000.0,0,0.7,0,0,2,7077471.752114296,1.5319,0.3907,problematic,66.0,medium,2884000.0,1276000.0,0.033,6,576000.0,0.6242,Kol-4,dont_buy
4,31,not_working,tier_1,1122966.5835634829,1005000.0,0.895,117966.58356348285,0.105,1101000.0,0,1.1,0,0,0,0.0,0.0,0.6274,good,48.0,low,3059000.0,437000.0,0.023,6,580000.0,2.724,Kol-1,dont_buy
7,27,permanent,tier_3,2225000.0,1976000.0,0.8881,249000.0,0.1119,1989000.0,0,1.0,0,0,0,0.0,0.0,0.1712,never,39.0,medium,4820000.0,576000.0,0.032,6,958000.0,2.1663,Kol-1,dont_buy
4,26,contract,tier_3,4010000.0,3230000.0,0.8055,780000.0,0.1945,8333000.0,0,2.6,0,1,0,15856302.841339722,3.9542,0.3415,never,36.0,low,6632000.0,4854000.0,0.02,3,2343000.0,1.6539,Kol-1,dont_buy
3,27,not_working,tier_2,754224.5798974932,662000.0,0.8777,92224.57989749324,0.1223,500000.0,0,0.8,0,0,0,0.0,0.0,0.1319,never,45.0,high,3816000.0,54000.0,0.025,3,1367000.0,5.0595,Kol-1,dont_buy
10,40,contract,tier_1,12891000.0,8668000.0,0.6724,4223000.0,0.3276,37015000.0,1,4.3,0,0,0,0.0,0.0,0.0,good,43.0,medium,428000.0,21787000.0,0.028,12,48000.0,0.0332,Kol-1,just_buy
7,37,permanent,tier_1,6269000.0,5122000.0,0.817,1147000.0,0.183,11071000.0,0,2.2,0,0,2,7408253.897530666,1.1817,0.0,problematic,47.0,high,751000.0,4596000.0,0.032,6,149000.0,0.1198,Kol-3,dont_buy
5,35,permanent,tier_2,4806000.0,3687000.0,0.7672,1119000.0,0.2328,4781000.0,0,1.3,0,0,0,0.0,0.0,0.0,good,63.0,medium,2829000.0,1624000.0,0.021,3,1002000.0,0.5886,Kol-1,buy_careful
6,18,permanent,tier_2,4853000.0,3814000.0,0.7859,1039000.0,0.2141,6175000.0,0,1.6,0,1,0,22818511.987280015,4.7019,0.0,good,48.0,high,4841000.0,1226000.0,0.03,6,952000.0,0.9975,Kol-1,buy_careful
8,20,contract,tier_1,7193000.0,4149000.0,0.5768,3044000.0,0.4232,30532000.0,1,7.4,0,0,0,0.0,0.0,0.0,never,71.0,medium,627000.0,13451000.0,0.024,1,642000.0,0.0872,Kol-1,just_buy
8,25,permanent,tier_2,4519000.0,3910000.0,0.8652,609000.0,0.1348,3803000.0,0,1.0,0,1,0,22897487.912306715,5.0669,0.1496,good,36.0,medium,1387000.0,955000.0,0.035,12,164000.0,0.3069,Kol-1,just_buy
5,29,contract,tier_1,10182000.0,6241000.0,0.6129,3941000.0,0.3871,31000000.0,1,5.0,0,1,0,18251097.001361635,1.7925,0.3316,good,50.0,medium,2868000.0,18411000.0,0.023,1,2934000.0,0.2817,Kol-1,buy_careful
3,29,contract,tier_2,6736000.0,4734000.0,0.7028,2002000.0,0.2972,10833000.0,0,2.3,0,1,1,23774981.368320327,3.5295,0.0,problematic,41.0,medium,1015000.0,4426000.0,0.029,12,114000.0,0.1507,Kol-2,buy_careful
9,18,freelance,tier_1,12885000.0,8539000.0,0.6627,4346000.0,0.3373,31854000.0,1,3.7,0,1,0,29912090.41831751,2.3215,0.0,never,65.0,medium,969000.0,12141000.0,0.039,1,1007000.0,0.0752,Kol-1,just_buy
8,33,freelance,tier_1,8786000.0,6198000.0,0.7054,2588000.0,0.2946,5208000.0,0,0.8,0,1,0,20737894.203660123,2.3603,0.1168,good,64.0,high,1030000.0,827000.0,0.025,1,1056000.0,0.1172,Kol-1,buy_careful
6,34,permanent,tier_3,3751000.0,2832000.0,0.755,919000.0,0.245,5486000.0,0,1.9,0,1,0,28790879.598216258,7.6755,0.0,good,42.0,medium,7294000.0,868000.0,0.036,6,1478000.0,1.9445,Kol-1,dont_buy
8,30,contract,tier_2,3849000.0,2841000.0,0.7381,1008000.0,0.2619,10269000.0,1,3.6,0,1,0,18354216.51744467,4.7686,0.2305,never,22.0,medium,467000.0,5919000.0,0.037,1,484000.0,0.1213,Kol-1,buy_careful
9,29,permanent,tier_1,6525000.0,5699000.0,0.8734,826000.0,0.1266,6191000.0,0,1.1,0,0,2,3870896.7985115573,0.5932,0.0,problematic,49.0,medium,827000.0,2537000.0,0.033,6,165000.0,0.1267,Kol-4,dont_buy
9,27,contract,tier_1,6548000.0,5155000.0,0.7873,1393000.0,0.2127,13293000.0,0,2.6,0,1,0,17559971.378249977,2.6817,0.1942,never,33.0,low,12213000.0,6143000.0,0.036,6,2475000.0,1.8651,Kol-1,buy_careful
9,30,permanent,tier_2,5778000.0,4905000.0,0.8489,873000.0,0.1511,8150000.0,0,1.7,0,0,0,0.0,0.0,0.403,good,52.0,high,465000.0,1798000.0,0.04,3,174000.0,0.0805,Kol-2,buy_careful
8,19,permanent,tier_2,4962000.0,4050000.0,0.8162,912000.0,0.1838,6378000.0,0,1.6,0,0,0,0.0,0.0,0.0,never,46.0,medium,3649000.0,3687000.0,0.023,12,388000.0,0.7354,Kol-1,just_buy
1,37,permanent,tier_2,5907000.0,4406000.0,0.7459,1501000.0,0.2541,15623000.0,1,3.5,0,1,0,24558022.152124204,4.1574,0.0,good,60.0,medium,1374000.0,5612000.0,0.023,12,146000.0,0.2326,Kol-1,just_buy
1,50,contract,tier_1,5015000.0,4184000.0,0.8343,831000.0,0.1657,7139000.0,0,1.7,0,1,0,15533563.005533226,3.0974,0.0,problematic,15.0,medium,4898000.0,1981000.0,0.028,1,5035000.0,0.9767,Kol-2,dont_buy
10,34,freelance,tier_1,4050000.0,3541000.0,0.8743,509000.0,0.1257,2522000.0,0,0.7,0,1,1,22346156.381380104,5.5176,0.0,good,55.0,low,4211000.0,305000.0,0.039,1,4375000.0,1.0398,Kol-2,dont_buy
10,18,contract,tier_1,8967000.0,6547000.0,0.7301,2420000.0,0.2699,17443000.0,0,2.7,0,1,0,16662119.432697106,1.8582,0.0,never,40.0,medium,960000.0,9841000.0,0.034,6,193000.0,0.1071,Kol-1,just_buy
3,36,contract,tier_1,11877000.0,8496000.0,0.7153,3381000.0,0.2847,35383000.0,1,4.2,0,0,1,3265125.7862388347,0.2749,0.2504,problematic,63.0,medium,15831000.0,4302000.0,0.023,1,16195000.0,1.3329,Kol-3,dont_buy
5,27,permanent,tier_3,3568000.0,2594000.0,0.727,974000.0,0.273,5283000.0,0,2.0,0,1,0,24179107.580059968,6.7767,0.0,good,54.0,high,11138000.0,2488000.0,0.038,12,1351000.0,3.1216,Kol-1,dont_buy
4,24,contract,tier_3,2494000.0,2203000.0,0.8833,291000.0,0.1167,2715000.0,0,1.2,0,0,0,0.0,0.0,0.0,never,39.0,high,965000.0,1284000.0,0.024,3,345000.0,0.3869,Kol-1,buy_careful
2,40,contract,tier_2,7318000.0,4519000.0,0.6175,2799000.0,0.3825,19650000.0,1,4.3,0,0,0,0.0,0.0,0.1298,never,46.0,medium,1349000.0,4180000.0,0.034,12,158000.0,0.1843,Kol-1,just_buy
5,30,contract,tier_3,2660000.0,2457000.0,0.9237,203000.0,0.0763,1417000.0,0,0.6,0,0,0,0.0,0.0,0.0738,never,62.0,medium,477000.0,298000.0,0.032,6,95000.0,0.1793,Kol-1,just_buy
6,37,freelance,tier_1,7470000.0,4662000.0,0.6241,2808000.0,0.3759,10621000.0,0,2.3,0,0,0,0.0,0.0,0.0,good,57.0,high,3951000.0,4767000.0,0.039,6,813000.0,0.5289,Kol-1,buy_careful
5,54,permanent,tier_2,8300000.0,5897000.0,0.7105,2403000.0,0.2895,9278000.0,0,1.6,0,1,1,23644972.99852816,2.8488,0.0,good,31.0,low,3238000.0,4479000.0,0.023,12,344000.0,0.3901,Kol-2,buy_careful
8,19,permanent,tier_3,3522000.0,2474000.0,0.7024,1048000.0,0.2976,5059000.0,0,2.0,0,1,0,19134185.08018418,5.4328,0.0,never,36.0,high,622000.0,2073000.0,0.031,1,641000.0,0.1766,Kol-1,buy_careful
6,33,contract,tier_1,12617000.0,6377000.0,0.5054,6240000.0,0.4946,53900000.0,1,8.5,0,0,2,7620934.772198551,0.604,0.0,problematic,23.0,low,13039000.0,12303000.0,0.033,3,4777000.0,1.0334,Kol-4,dont_buy
6,22,permanent,tier_1,14481000.0,10743000.0,0.7419,3738000.0,0.2581,14317000.0,0,1.3,0,0,0,0.0,0.0,0.0,good,56.0,medium,2296000.0,7099000.0,0.031,3,837000.0,0.1586,Kol-1,just_buy
9,25,contract,tier_2,3971000.0,3456000.0,0.8703,515000.0,0.1297,5407000.0,0,1.6,0,0,0,0.0,0.0,0.0,good,43.0,medium,10638000.0,1782000.0,0.021,6,1996000.0,2.6789,Kol-1,dont_buy
8,29,permanent,tier_3,3726000.0,3117000.0,0.8366,609000.0,0.1634,5811000.0,0,1.9,0,1,0,17424297.169288073,4.6764,0.4569,never,48.0,low,4294000.0,1736000.0,0.022,1,4388000.0,1.1524,Kol-1,dont_buy
8,58,permanent,tier_2,5079000.0,4280000.0,0.8427,799000.0,0.1573,6213000.0,0,1.5,0,1,0,28726351.02610565,5.6559,0.1369,good,39.0,low,8046000.0,1058000.0,0.024,12,864000.0,1.5842,Kol-1,buy_careful
9,27,freelance,tier_3,3628000.0,3172000.0,0.8743,456000.0,0.1257,4819000.0,0,1.5,0,0,0,0.0,0.0,0.0,good,52.0,low,15968000.0,2063000.0,0.023,1,16335000.0,4.4013,Kol-1,dont_buy
3,30,contract,tier_2,7557000.0,3929000.0,0.5199,3628000.0,0.4801,33795000.0,1,8.6,0,0,0,0.0,0.0,0.0,good,57.0,medium,10183000.0,11140000.0,0.027,3,3669000.0,1.3475,Kol-1,dont_buy
9,39,freelance,tier_2,3719000.0,2662000.0,0.7158,1057000.0,0.2842,9715000.0,1,3.6,0,0,0,0.0,0.0,0.0,good,59.0,medium,13868000.0,2205000.0,0.021,1,14159000.0,3.729,Kol-1,dont_buy
2,32,permanent,tier_2,3883000.0,2840000.0,0.7314,1043000.0,0.2686,11011000.0,1,3.9,0,0,0,0.0,0.0,0.0983,good,81.0,low,12185000.0,5898000.0,0.035,6,2457000.0,3.138,Kol-1,buy_careful
5,25,freelance,tier_2,5817000.0,4249000.0,0.7304,1568000.0,0.2696,9247000.0,0,2.2,0,0,0,0.0,0.0,0.0,never,48.0,high,875000.0,5392000.0,0.023,1,895000.0,0.1504,Kol-1,buy_careful
